ユニット名,"上位ユニット
完全名","ユニット
種別",位置情報,, サイズ ,,コメント,先行,"接続
種別","実行
エージェント","実行順序
制御","多重
起動","保存
世代数","優先
順位","上位のジョブネットに
依存する",有効範囲,"ジョブ
グループ名","排他
ジョブネット名","リンクする
ルール番号","開始
時刻","処理
サイクル",遅延監視,,起動条件,コマンド文
SLPRN_080MSTB02681_4,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB02682,j,10,3,,,create_item_attribute_monthly_GUJP_0_4,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-monthly -e BATCH_PROCESS_TARGET=""5/01/10/4"" -e DISTRIBUTED_PROCESS_NUMBER=""0"""
SLPRN_080MSTB02681_5,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB02682,j,12,3,,,create_item_attribute_monthly_GUJP_0_5,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-monthly -e BATCH_PROCESS_TARGET=""5/01/10/5"" -e DISTRIBUTED_PROCESS_NUMBER=""0"""
SLPRN_080MSTB02681_6,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB02682,j,14,3,,,create_item_attribute_monthly_GUJP_0_6,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-monthly -e BATCH_PROCESS_TARGET=""5/01/10/6"" -e DISTRIBUTED_PROCESS_NUMBER=""0"""
SLPRN_080MSTB02681_7,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB02682,j,16,3,,,create_item_attribute_monthly_GUJP_0_7,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-monthly -e BATCH_PROCESS_TARGET=""5/01/10/7"" -e DISTRIBUTED_PROCESS_NUMBER=""0"""
SLPRN_080MSTB02681_8,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB02682,j,18,3,,,create_item_attribute_monthly_GUJP_0_8,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-monthly -e BATCH_PROCESS_TARGET=""5/01/10/8"" -e DISTRIBUTED_PROCESS_NUMBER=""0"""
SLPRN_080MSTB02681_9,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB02682,j,20,3,,,create_item_attribute_monthly_GUJP_0_9,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-monthly -e BATCH_PROCESS_TARGET=""5/01/10/9"" -e DISTRIBUTED_PROCESS_NUMBER=""0"""
SLPRN_080MSTB02682_0,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB02682,j,2,5,,,create_item_attribute_monthly_GUJP_1_0,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-monthly -e BATCH_PROCESS_TARGET=""5/01/10/0"" -e DISTRIBUTED_PROCESS_NUMBER=""1"""
SLPRN_080MSTB02682_1,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB02682,j,4,5,,,create_item_attribute_monthly_GUJP_1_1,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-monthly -e BATCH_PROCESS_TARGET=""5/01/10/1"" -e DISTRIBUTED_PROCESS_NUMBER=""1"""
SLPRN_080MSTB02682_2,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB02682,j,6,5,,,create_item_attribute_monthly_GUJP_1_2,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-monthly -e BATCH_PROCESS_TARGET=""5/01/10/2"" -e DISTRIBUTED_PROCESS_NUMBER=""1"""
SLPRN_080MSTB02682_3,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB02682,j,8,5,,,create_item_attribute_monthly_GUJP_1_3,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-monthly -e BATCH_PROCESS_TARGET=""5/01/10/3"" -e DISTRIBUTED_PROCESS_NUMBER=""1"""
SLPRN_080MSTB02682_4,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB02682,j,10,5,,,create_item_attribute_monthly_GUJP_1_4,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-monthly -e BATCH_PROCESS_TARGET=""5/01/10/4"" -e DISTRIBUTED_PROCESS_NUMBER=""1"""
SLPRN_080MSTB02682_5,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB02682,j,12,5,,,create_item_attribute_monthly_GUJP_1_5,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-monthly -e BATCH_PROCESS_TARGET=""5/01/10/5"" -e DISTRIBUTED_PROCESS_NUMBER=""1"""
SLPRN_080MSTB02682_6,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB02682,j,14,5,,,create_item_attribute_monthly_GUJP_1_6,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-monthly -e BATCH_PROCESS_TARGET=""5/01/10/6"" -e DISTRIBUTED_PROCESS_NUMBER=""1"""
SLPRN_080MSTB02682_7,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB02682,j,16,5,,,create_item_attribute_monthly_GUJP_1_7,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-monthly -e BATCH_PROCESS_TARGET=""5/01/10/7"" -e DISTRIBUTED_PROCESS_NUMBER=""1"""
SLPRN_080MSTB02682_8,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB02682,j,18,5,,,create_item_attribute_monthly_GUJP_1_8,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-monthly -e BATCH_PROCESS_TARGET=""5/01/10/8"" -e DISTRIBUTED_PROCESS_NUMBER=""1"""
SLPRN_080MSTB02682_9,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB02682,j,20,5,,,create_item_attribute_monthly_GUJP_1_9,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-monthly -e BATCH_PROCESS_TARGET=""5/01/10/9"" -e DISTRIBUTED_PROCESS_NUMBER=""1"""
SLP01N_080MSTB0366,/差分反映用_SLP/20250408/JP/SLP01N_00001,n,43,51,65,50,create_item_attribute_weekly_JP,"SLP01N_080MSTB02312
SLP01N_OSLP2385X01000122
SLPRN_020INFB02062
SLPRN_080MSTB021222
SLPRN_080MSTB0236
SLPRN_080MSTB0237
SLPRN_080MSTB02442","seq
seq
seq
seq
seq
seq
seq",pajsm21,しない,n,1,,n,,,,1,29:30:00,1日毎,30:30:00,31:00:00,,
SLPRN_080MSTB03661_0,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB0366,j,2,3,,,create_item_attribute_weekly_UQJP_0_0,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-weekly -e BATCH_PROCESS_TARGET=""1/01/7/0/512MB/64MB"" -e DISTRIBUTED_PROCESS_NUMBER=""0"""
SLPRN_080MSTB03661_1,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB0366,j,4,3,,,create_item_attribute_weekly_UQJP_0_1,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-weekly -e BATCH_PROCESS_TARGET=""1/01/7/1/512MB/64MB"" -e DISTRIBUTED_PROCESS_NUMBER=""0"""
SLPRN_080MSTB03661_2,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB0366,j,6,3,,,create_item_attribute_weekly_UQJP_0_2,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-weekly -e BATCH_PROCESS_TARGET=""1/01/7/2/512MB/64MB"" -e DISTRIBUTED_PROCESS_NUMBER=""0"""
SLPRN_080MSTB03661_3,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB0366,j,8,3,,,create_item_attribute_weekly_UQJP_0_3,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-weekly -e BATCH_PROCESS_TARGET=""1/01/7/3/512MB/64MB"" -e DISTRIBUTED_PROCESS_NUMBER=""0"""
SLPRN_080MSTB03661_4,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB0366,j,10,3,,,create_item_attribute_weekly_UQJP_0_4,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-weekly -e BATCH_PROCESS_TARGET=""1/01/7/4/512MB/64MB"" -e DISTRIBUTED_PROCESS_NUMBER=""0"""
SLPRN_080MSTB03661_5,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB0366,j,12,3,,,create_item_attribute_weekly_UQJP_0_5,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-weekly -e BATCH_PROCESS_TARGET=""1/01/7/5/512MB/64MB"" -e DISTRIBUTED_PROCESS_NUMBER=""0"""
SLPRN_080MSTB03661_6,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB0366,j,14,3,,,create_item_attribute_weekly_UQJP_0_6,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-weekly -e BATCH_PROCESS_TARGET=""1/01/7/6/512MB/64MB"" -e DISTRIBUTED_PROCESS_NUMBER=""0"""
SLPRN_080MSTB03662_0,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB0366,j,2,5,,,create_item_attribute_weekly_UQJP_1_0,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-weekly -e BATCH_PROCESS_TARGET=""1/01/7/0/512MB/64MB"" -e DISTRIBUTED_PROCESS_NUMBER=""1"""
SLPRN_080MSTB03662_1,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB0366,j,4,5,,,create_item_attribute_weekly_UQJP_1_1,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-weekly -e BATCH_PROCESS_TARGET=""1/01/7/1/512MB/64MB"" -e DISTRIBUTED_PROCESS_NUMBER=""1"""
SLPRN_080MSTB03662_2,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB0366,j,6,5,,,create_item_attribute_weekly_UQJP_1_2,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-weekly -e BATCH_PROCESS_TARGET=""1/01/7/2/512MB/64MB"" -e DISTRIBUTED_PROCESS_NUMBER=""1"""
SLPRN_080MSTB03662_3,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB0366,j,8,5,,,create_item_attribute_weekly_UQJP_1_3,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-weekly -e BATCH_PROCESS_TARGET=""1/01/7/3/512MB/64MB"" -e DISTRIBUTED_PROCESS_NUMBER=""1"""
SLPRN_080MSTB03662_4,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB0366,j,10,5,,,create_item_attribute_weekly_UQJP_1_4,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-weekly -e BATCH_PROCESS_TARGET=""1/01/7/4/512MB/64MB"" -e DISTRIBUTED_PROCESS_NUMBER=""1"""
SLPRN_080MSTB03662_5,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB0366,j,12,5,,,create_item_attribute_weekly_UQJP_1_5,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-weekly -e BATCH_PROCESS_TARGET=""1/01/7/5/512MB/64MB"" -e DISTRIBUTED_PROCESS_NUMBER=""1"""
SLPRN_080MSTB03662_6,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB0366,j,14,5,,,create_item_attribute_weekly_UQJP_1_6,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-weekly -e BATCH_PROCESS_TARGET=""1/01/7/6/512MB/64MB"" -e DISTRIBUTED_PROCESS_NUMBER=""1"""
SLPRN_080MSTB03663_0,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB0366,j,2,7,,,create_item_attribute_weekly_UQJP_2_0,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-weekly -e BATCH_PROCESS_TARGET=""1/01/7/0/512MB/64MB"" -e DISTRIBUTED_PROCESS_NUMBER=""2"""
SLPRN_080MSTB03663_1,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB0366,j,4,7,,,create_item_attribute_weekly_UQJP_2_1,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-weekly -e BATCH_PROCESS_TARGET=""1/01/7/1/512MB/64MB"" -e DISTRIBUTED_PROCESS_NUMBER=""2"""
SLPRN_080MSTB03663_2,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB0366,j,6,7,,,create_item_attribute_weekly_UQJP_2_2,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-weekly -e BATCH_PROCESS_TARGET=""1/01/7/2/512MB/64MB"" -e DISTRIBUTED_PROCESS_NUMBER=""2"""
SLPRN_080MSTB03663_3,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB0366,j,8,7,,,create_item_attribute_weekly_UQJP_2_3,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-weekly -e BATCH_PROCESS_TARGET=""1/01/7/3/512MB/64MB"" -e DISTRIBUTED_PROCESS_NUMBER=""2"""
SLPRN_080MSTB03663_4,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB0366,j,10,7,,,create_item_attribute_weekly_UQJP_2_4,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-weekly -e BATCH_PROCESS_TARGET=""1/01/7/4/512MB/64MB"" -e DISTRIBUTED_PROCESS_NUMBER=""2"""
SLPRN_080MSTB03663_5,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB0366,j,12,7,,,create_item_attribute_weekly_UQJP_2_5,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-weekly -e BATCH_PROCESS_TARGET=""1/01/7/5/512MB/64MB"" -e DISTRIBUTED_PROCESS_NUMBER=""2"""
SLPRN_080MSTB03663_6,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB0366,j,14,7,,,create_item_attribute_weekly_UQJP_2_6,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-weekly -e BATCH_PROCESS_TARGET=""1/01/7/6/512MB/64MB"" -e DISTRIBUTED_PROCESS_NUMBER=""2"""
SLP01N_080MSTB03662,/差分反映用_SLP/20250408/JP/SLP01N_00001,n,37,51,65,50,create_item_attribute_weekly_GU,"SLP01N_080MSTB02311
SLP01N_OSLP2385X0100012
SLPRN_020INFB0206
SLPRN_080MSTB02122
SLPRN_080MSTB0236
SLPRN_080MSTB0237
SLPRN_080MSTB0244_GU","seq
seq
seq
seq
seq
seq
seq",pajsm21,しない,n,1,,n,,,,1,29:30:00,1日毎,30:30:00,31:00:00,,
SLPRN_080MSTB03661_0,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB03662,j,2,3,,,create_item_attribute_weekly_GUJP_0_0,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-weekly -e BATCH_PROCESS_TARGET=""5/01/7/0/512MB/64MB"" -e DISTRIBUTED_PROCESS_NUMBER=""0"""
SLPRN_080MSTB03661_1,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB03662,j,4,3,,,create_item_attribute_weekly_GUJP_0_1,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-weekly -e BATCH_PROCESS_TARGET=""5/01/7/1/512MB/64MB"" -e DISTRIBUTED_PROCESS_NUMBER=""0"""
SLPRN_080MSTB03661_2,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB03662,j,6,3,,,create_item_attribute_weekly_GUJP_0_2,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-weekly -e BATCH_PROCESS_TARGET=""5/01/7/2/512MB/64MB"" -e DISTRIBUTED_PROCESS_NUMBER=""0"""
SLPRN_080MSTB03661_3,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB03662,j,8,3,,,create_item_attribute_weekly_GUJP_0_3,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-weekly -e BATCH_PROCESS_TARGET=""5/01/7/3/512MB/64MB"" -e DISTRIBUTED_PROCESS_NUMBER=""0"""
SLPRN_080MSTB03661_4,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB03662,j,10,3,,,create_item_attribute_weekly_GUJP_0_4,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-weekly -e BATCH_PROCESS_TARGET=""5/01/7/4/512MB/64MB"" -e DISTRIBUTED_PROCESS_NUMBER=""0"""
SLPRN_080MSTB03661_5,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB03662,j,12,3,,,create_item_attribute_weekly_GUJP_0_5,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-weekly -e BATCH_PROCESS_TARGET=""5/01/7/5/512MB/64MB"" -e DISTRIBUTED_PROCESS_NUMBER=""0"""
SLPRN_080MSTB03661_6,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB03662,j,14,3,,,create_item_attribute_weekly_GUJP_0_6,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-weekly -e BATCH_PROCESS_TARGET=""5/01/7/6/512MB/64MB"" -e DISTRIBUTED_PROCESS_NUMBER=""0"""
SLPRN_080MSTB03662_0,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB03662,j,2,5,,,create_item_attribute_weekly_GUJP_1_0,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-weekly -e BATCH_PROCESS_TARGET=""5/01/7/0/512MB/64MB"" -e DISTRIBUTED_PROCESS_NUMBER=""1"""
SLPRN_080MSTB03662_1,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB03662,j,4,5,,,create_item_attribute_weekly_GUJP_1_1,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-weekly -e BATCH_PROCESS_TARGET=""5/01/7/1/512MB/64MB"" -e DISTRIBUTED_PROCESS_NUMBER=""1"""
SLPRN_080MSTB03662_2,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB03662,j,6,5,,,create_item_attribute_weekly_GUJP_1_2,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-weekly -e BATCH_PROCESS_TARGET=""5/01/7/2/512MB/64MB"" -e DISTRIBUTED_PROCESS_NUMBER=""1"""
SLPRN_080MSTB03662_3,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB03662,j,8,5,,,create_item_attribute_weekly_GUJP_1_3,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-weekly -e BATCH_PROCESS_TARGET=""5/01/7/3/512MB/64MB"" -e DISTRIBUTED_PROCESS_NUMBER=""1"""
SLPRN_080MSTB03662_4,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB03662,j,10,5,,,create_item_attribute_weekly_GUJP_1_4,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-weekly -e BATCH_PROCESS_TARGET=""5/01/7/4/512MB/64MB"" -e DISTRIBUTED_PROCESS_NUMBER=""1"""
SLPRN_080MSTB03662_5,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB03662,j,12,5,,,create_item_attribute_weekly_GUJP_1_5,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-weekly -e BATCH_PROCESS_TARGET=""5/01/7/5/512MB/64MB"" -e DISTRIBUTED_PROCESS_NUMBER=""1"""
SLPRN_080MSTB03662_6,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB03662,j,14,5,,,create_item_attribute_weekly_GUJP_1_6,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-weekly -e BATCH_PROCESS_TARGET=""5/01/7/6/512MB/64MB"" -e DISTRIBUTED_PROCESS_NUMBER=""1"""
SLPRN_080MSTB03663_0,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB03662,j,2,7,,,create_item_attribute_weekly_GUJP_2_0,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-weekly -e BATCH_PROCESS_TARGET=""5/01/7/0/512MB/64MB"" -e DISTRIBUTED_PROCESS_NUMBER=""2"""
SLPRN_080MSTB03663_1,/差分反映用_SLP/20250408/JP/SLP01N_00001/SLP01N_080MSTB03662,j,4,7,,,create_item_attribute_weekly_GUJP_2_1,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-item-attribute-weekly -e BATCH_PROCESS_TARGET=""5/01/7/1/512MB/64MB"" -e DISTRIBUTED_PROCESS_NUMBER=""2"""
